"id","glytoucan","taxon","resource","resource_id"
"13","G86477KT","58860","glycosciences.de","13"
"13","G86477KT","4682","glycosciences.de","13"
"13","G86477KT","3888","glycosciences.de","13"
"14","G88999KO","4682","glycosciences.de","14"
"14","G88999KO","4605","glycosciences.de","14"
"14","G88999KO","3562","glycosciences.de","14"
"15","G02028OM","4682","glycosciences.de","15"
"15","G02028OM","3916","glycosciences.de","15"
"16","G26044ZH","58860","glycosciences.de","16"
"16","G26044ZH","4682","glycosciences.de","16"
"19","G52858EC","3916","glycosciences.de","19"
"19","G52858EC","3888","glycosciences.de","19"
"20","G20066VJ","112509","glycosciences.de","20"
"20","G20066VJ","4577","glycosciences.de","20"
"20","G20066VJ","4087","glycosciences.de","20"
"20","G20066VJ","4081","glycosciences.de","20"
"20","G20066VJ","4006","glycosciences.de","20"
"20","G20066VJ","3660","glycosciences.de","20"
"20","G20066VJ","3659","glycosciences.de","20"
"21","G51079OZ","4932","glycosciences.de","21"
"24","G53406WP","4932","glycosciences.de","24"
"25","G33202JT","4932","glycosciences.de","25"
"27","G39335SQ","4932","glycosciences.de","27"
"28","G25268QT","10114","glycosciences.de","28"
"28","G25268QT","10090","glycosciences.de","28"
"28","G25268QT","9606","glycosciences.de","28"
"29","G77495MG","10114","glycosciences.de","29"
"29","G77495MG","9606","glycosciences.de","29"
"45","G45900FL","3847","glycosciences.de","47"
"45","G45900FL","3708","glycosciences.de","47"
"46","G63563UN","3847","glycosciences.de","48"
"47","G67969CT","93934","glycosciences.de","49"
"47","G67969CT","10114","glycosciences.de","49"
"47","G67969CT","10090","glycosciences.de","49"
"47","G67969CT","9940","glycosciences.de","49"
"47","G67969CT","9913","glycosciences.de","49"
"47","G67969CT","9823","glycosciences.de","49"
"47","G67969CT","9796","glycosciences.de","49"
"47","G67969CT","9615","glycosciences.de","49"
"47","G67969CT","9606","glycosciences.de","49"
"47","G67969CT","9031","glycosciences.de","49"
"48","G00051MO","10141","glycosciences.de","50"
"48","G00051MO","10114","glycosciences.de","50"
"48","G00051MO","10090","glycosciences.de","50"
"48","G00051MO","10029","glycosciences.de","50"
"48","G00051MO","9986","glycosciences.de","50"
"48","G00051MO","9606","glycosciences.de","50"
"48","G00051MO","9534","glycosciences.de","50"
"48","G00051MO","9031","glycosciences.de","50"
"48","G00051MO","8638","glycosciences.de","50"
"49","G54397YE","4113","glycosciences.de","51"
"50","G63417TV","4081","glycosciences.de","52"
"50","G63417TV","3847","glycosciences.de","52"
"50","G63417TV","3750","glycosciences.de","52"
"50","G63417TV","3659","glycosciences.de","52"
"50","G63417TV","3493","glycosciences.de","52"
"50","G63417TV","2706","glycosciences.de","52"
"51","G81983KG","10114","glycosciences.de","53"
"51","G81983KG","10090","glycosciences.de","53"
"52","G10712FZ","10090","glycosciences.de","54"
"53","G06904KN","3650","glycosciences.de","55"
"57","G93723GS","3898","glycosciences.de","62"
"58","G42872DK","3898","glycosciences.de","63"
"59","G30041HW","46347","glycosciences.de","64"
"59","G30041HW","3898","glycosciences.de","64"
"60","G26080VZ","3898","glycosciences.de","65"
"59","G30041HW","3898","glycosciences.de","65"
"62","G97690MS","5110","glycosciences.de","68"
"62","G97690MS","4701","glycosciences.de","68"
"62","G97690MS","4520","glycosciences.de","68"
"63","G60726JL","4479","glycosciences.de","70"
"69","G05187DJ","10114","glycosciences.de","80"
"69","G05187DJ","9823","glycosciences.de","80"
"69","G05187DJ","9606","glycosciences.de","80"
"56","G71142DF","93934","glycosciences.de","126"
"56","G71142DF","10114","glycosciences.de","126"
"56","G71142DF","10090","glycosciences.de","126"
"56","G71142DF","10029","glycosciences.de","126"
"56","G71142DF","10026","glycosciences.de","126"
"56","G71142DF","9986","glycosciences.de","126"
"56","G71142DF","9913","glycosciences.de","126"
"56","G71142DF","9823","glycosciences.de","126"
"56","G71142DF","9615","glycosciences.de","126"
"56","G71142DF","9606","glycosciences.de","126"
"56","G71142DF","9376","glycosciences.de","126"
"56","G71142DF","7705","glycosciences.de","126"
"56","G71142DF","7625","glycosciences.de","126"
"56","G71142DF","7553","glycosciences.de","126"
"56","G71142DF","6544","glycosciences.de","126"
"56","G71142DF","4682","glycosciences.de","126"
"56","G71142DF","4565","glycosciences.de","126"
"56","G71142DF","4410","glycosciences.de","126"
"56","G71142DF","3847","glycosciences.de","126"
"115","G65889KE","93934","glycosciences.de","128"
"115","G65889KE","10114","glycosciences.de","128"
"115","G65889KE","10090","glycosciences.de","128"
"115","G65889KE","10026","glycosciences.de","128"
"115","G65889KE","9986","glycosciences.de","128"
"115","G65889KE","9913","glycosciences.de","128"
"115","G65889KE","9823","glycosciences.de","128"
"115","G65889KE","9615","glycosciences.de","128"
"115","G65889KE","9606","glycosciences.de","128"
"115","G65889KE","9376","glycosciences.de","128"
"115","G65889KE","9031","glycosciences.de","128"
"115","G65889KE","6544","glycosciences.de","128"
"115","G65889KE","6211","glycosciences.de","128"
"117","G72548RZ","10114","glycosciences.de","133"
"117","G72548RZ","10090","glycosciences.de","133"
"117","G72548RZ","9986","glycosciences.de","133"
"117","G72548RZ","9940","glycosciences.de","133"
"117","G72548RZ","9913","glycosciences.de","133"
"117","G72548RZ","9823","glycosciences.de","133"
"117","G72548RZ","9606","glycosciences.de","133"
"117","G72548RZ","9031","glycosciences.de","133"
"117","G72548RZ","8399","glycosciences.de","133"
"118","G84224TW","93934","glycosciences.de","134"
"118","G84224TW","10114","glycosciences.de","134"
"118","G84224TW","10090","glycosciences.de","134"
"118","G84224TW","10029","glycosciences.de","134"
"118","G84224TW","9986","glycosciences.de","134"
"118","G84224TW","9913","glycosciences.de","134"
"118","G84224TW","9823","glycosciences.de","134"
"118","G84224TW","9685","glycosciences.de","134"
"118","G84224TW","9615","glycosciences.de","134"
"118","G84224TW","9606","glycosciences.de","134"
"118","G84224TW","9544","glycosciences.de","134"
"118","G84224TW","9031","glycosciences.de","134"
"118","G84224TW","7588","glycosciences.de","134"
"119","G21073BE","4501","glycosciences.de","137"
"119","G21073BE","3917","glycosciences.de","137"
"119","G21073BE","3864","glycosciences.de","137"
"119","G21073BE","3847","glycosciences.de","137"
"119","G21073BE","3656","glycosciences.de","137"
"119","G21073BE","3650","glycosciences.de","137"
"120","G00059MO","93934","glycosciences.de","138"
"120","G00059MO","60711","glycosciences.de","138"
"120","G00059MO","10114","glycosciences.de","138"
"120","G00059MO","10090","glycosciences.de","138"
"120","G00059MO","10026","glycosciences.de","138"
"120","G00059MO","9986","glycosciences.de","138"
"120","G00059MO","9940","glycosciences.de","138"
"120","G00059MO","9913","glycosciences.de","138"
"120","G00059MO","9823","glycosciences.de","138"
"120","G00059MO","9615","glycosciences.de","138"
"120","G00059MO","9606","glycosciences.de","138"
"120","G00059MO","9544","glycosciences.de","138"
"120","G00059MO","9542","glycosciences.de","138"
"120","G00059MO","9031","glycosciences.de","138"
"121","G40178VU","4520","glycosciences.de","139"
"121","G40178VU","4501","glycosciences.de","139"
"121","G40178VU","3917","glycosciences.de","139"
"121","G40178VU","3864","glycosciences.de","139"
"121","G40178VU","3847","glycosciences.de","139"
"121","G40178VU","3650","glycosciences.de","139"
"121","G40178VU","3333","glycosciences.de","139"
"122","G28329ST","4577","glycosciences.de","140"
"122","G28329ST","4232","glycosciences.de","140"
"122","G28329ST","3504","glycosciences.de","140"
"122","G28329ST","3503","glycosciences.de","140"
"122","G28329ST","3367","glycosciences.de","140"
"122","G28329ST","3328","glycosciences.de","140"
"124","G48558GR","10150","glycosciences.de","142"
"124","G48558GR","10141","glycosciences.de","142"
"124","G48558GR","10114","glycosciences.de","142"
"124","G48558GR","10090","glycosciences.de","142"
"124","G48558GR","10029","glycosciences.de","142"
"124","G48558GR","10026","glycosciences.de","142"
"124","G48558GR","9986","glycosciences.de","142"
"124","G48558GR","9940","glycosciences.de","142"
"124","G48558GR","9913","glycosciences.de","142"
"124","G48558GR","9823","glycosciences.de","142"
"124","G48558GR","9739","glycosciences.de","142"
"124","G48558GR","9685","glycosciences.de","142"
"124","G48558GR","9606","glycosciences.de","142"
"124","G48558GR","9557","glycosciences.de","142"
"124","G48558GR","9544","glycosciences.de","142"
"124","G48558GR","9542","glycosciences.de","142"
"124","G48558GR","9376","glycosciences.de","142"
"124","G48558GR","9031","glycosciences.de","142"
"124","G48558GR","8113","glycosciences.de","142"
"124","G48558GR","7957","glycosciences.de","142"
"125","G39133HC","10114","glycosciences.de","143"
"125","G39133HC","10090","glycosciences.de","143"
"125","G39133HC","9913","glycosciences.de","143"
"125","G39133HC","9606","glycosciences.de","143"
"125","G39133HC","8976","glycosciences.de","143"
"126","G00049MO","9940","glycosciences.de","146"
"126","G00049MO","9823","glycosciences.de","146"
"126","G00049MO","9606","glycosciences.de","146"
"127","G61459JW","10114","glycosciences.de","147"
"127","G61459JW","9986","glycosciences.de","147"
"127","G61459JW","9606","glycosciences.de","147"
"128","G17108EX","9606","glycosciences.de","148"
"129","G00054MO","10090","glycosciences.de","149"
"129","G00054MO","10029","glycosciences.de","149"
"129","G00054MO","9606","glycosciences.de","149"
"129","G00054MO","9544","glycosciences.de","149"
"129","G00054MO","9031","glycosciences.de","149"
"130","G00053MO","10090","glycosciences.de","150"
"130","G00053MO","9606","glycosciences.de","150"
"132","G98544DH","10150","glycosciences.de","153"
"132","G98544DH","10141","glycosciences.de","153"
"132","G98544DH","10114","glycosciences.de","153"
"132","G98544DH","10090","glycosciences.de","153"
"132","G98544DH","10026","glycosciences.de","153"
"132","G98544DH","9986","glycosciences.de","153"
"132","G98544DH","9913","glycosciences.de","153"
"132","G98544DH","9823","glycosciences.de","153"
"132","G98544DH","9685","glycosciences.de","153"
"132","G98544DH","9615","glycosciences.de","153"
"132","G98544DH","9606","glycosciences.de","153"
"132","G98544DH","9557","glycosciences.de","153"
"132","G98544DH","9544","glycosciences.de","153"
"132","G98544DH","9542","glycosciences.de","153"
"132","G98544DH","9031","glycosciences.de","153"
"132","G98544DH","8976","glycosciences.de","153"
"132","G98544DH","7957","glycosciences.de","153"
"133","G90562PB","93934","glycosciences.de","154"
"133","G90562PB","10141","glycosciences.de","154"
"133","G90562PB","10114","glycosciences.de","154"
"133","G90562PB","10090","glycosciences.de","154"
"133","G90562PB","10029","glycosciences.de","154"
"133","G90562PB","9606","glycosciences.de","154"
"133","G90562PB","9542","glycosciences.de","154"
"133","G90562PB","9376","glycosciences.de","154"
"133","G90562PB","6544","glycosciences.de","154"
"139","G11890NV","4565","glycosciences.de","161"
"140","G79389NT","58319","glycosciences.de","162"
"140","G79389NT","30475","glycosciences.de","162"
"140","G79389NT","10114","glycosciences.de","162"
"140","G79389NT","10090","glycosciences.de","162"
"140","G79389NT","10029","glycosciences.de","162"
"140","G79389NT","10026","glycosciences.de","162"
"140","G79389NT","9986","glycosciences.de","162"
"140","G79389NT","9913","glycosciences.de","162"
"140","G79389NT","9823","glycosciences.de","162"
"140","G79389NT","9685","glycosciences.de","162"
"140","G79389NT","9606","glycosciences.de","162"
"140","G79389NT","9557","glycosciences.de","162"
"140","G79389NT","9031","glycosciences.de","162"
"140","G79389NT","8113","glycosciences.de","162"
"140","G79389NT","8022","glycosciences.de","162"
"140","G79389NT","7957","glycosciences.de","162"
"141","G18625KA","10150","glycosciences.de","163"
"141","G18625KA","10114","glycosciences.de","163"
"141","G18625KA","10090","glycosciences.de","163"
"141","G18625KA","10026","glycosciences.de","163"
"141","G18625KA","9913","glycosciences.de","163"
"141","G18625KA","9823","glycosciences.de","163"
"141","G18625KA","9739","glycosciences.de","163"
"141","G18625KA","9685","glycosciences.de","163"
"141","G18625KA","9606","glycosciences.de","163"
"141","G18625KA","9031","glycosciences.de","163"
"141","G18625KA","7957","glycosciences.de","163"
"142","G99524KA","10114","glycosciences.de","164"
"142","G99524KA","9606","glycosciences.de","164"
"142","G99524KA","9031","glycosciences.de","164"
"142","G99524KA","8113","glycosciences.de","164"
"143","G91532KA","10114","glycosciences.de","165"
"143","G91532KA","9913","glycosciences.de","165"
"143","G91532KA","9823","glycosciences.de","165"
"143","G91532KA","9821","glycosciences.de","165"
"143","G91532KA","9606","glycosciences.de","165"
"143","G91532KA","9031","glycosciences.de","165"
"144","G91560NT","10029","glycosciences.de","166"
"144","G91560NT","9606","glycosciences.de","166"
"145","G02657AK","10141","glycosciences.de","167"
"145","G02657AK","10114","glycosciences.de","167"
"145","G02657AK","10029","glycosciences.de","167"
"145","G02657AK","10026","glycosciences.de","167"
"145","G02657AK","9913","glycosciences.de","167"
"145","G02657AK","9823","glycosciences.de","167"
"145","G02657AK","9615","glycosciences.de","167"
"145","G02657AK","9606","glycosciences.de","167"
"145","G02657AK","9031","glycosciences.de","167"
"145","G02657AK","7957","glycosciences.de","167"
"146","G91237TK","10150","glycosciences.de","168"
"146","G91237TK","10141","glycosciences.de","168"
"146","G91237TK","10114","glycosciences.de","168"
"146","G91237TK","10090","glycosciences.de","168"
"146","G91237TK","10029","glycosciences.de","168"
"146","G91237TK","10026","glycosciences.de","168"
"146","G91237TK","9986","glycosciences.de","168"
"146","G91237TK","9940","glycosciences.de","168"
"146","G91237TK","9913","glycosciences.de","168"
"146","G91237TK","9823","glycosciences.de","168"
"146","G91237TK","9685","glycosciences.de","168"
"146","G91237TK","9615","glycosciences.de","168"
"146","G91237TK","9606","glycosciences.de","168"
"146","G91237TK","9557","glycosciences.de","168"
"146","G91237TK","9544","glycosciences.de","168"
"146","G91237TK","9031","glycosciences.de","168"
"146","G91237TK","8022","glycosciences.de","168"
"146","G91237TK","7957","glycosciences.de","168"
"147","G40183QN","30475","glycosciences.de","169"
"147","G40183QN","10150","glycosciences.de","169"
"147","G40183QN","10114","glycosciences.de","169"
"147","G40183QN","10090","glycosciences.de","169"
"147","G40183QN","10026","glycosciences.de","169"
"147","G40183QN","9986","glycosciences.de","169"
"147","G40183QN","9913","glycosciences.de","169"
"147","G40183QN","9823","glycosciences.de","169"
"147","G40183QN","9739","glycosciences.de","169"
"147","G40183QN","9685","glycosciences.de","169"
"147","G40183QN","9606","glycosciences.de","169"
"147","G40183QN","9557","glycosciences.de","169"
"147","G40183QN","9376","glycosciences.de","169"
"147","G40183QN","9103","glycosciences.de","169"
"147","G40183QN","9031","glycosciences.de","169"
"147","G40183QN","7957","glycosciences.de","169"
"148","G36123IU","96820","glycosciences.de","170"
"148","G36123IU","12721","glycosciences.de","170"
"148","G36123IU","10114","glycosciences.de","170"
"148","G36123IU","10090","glycosciences.de","170"
"148","G36123IU","9986","glycosciences.de","170"
"148","G36123IU","9913","glycosciences.de","170"
"148","G36123IU","9606","glycosciences.de","170"
"151","G17746DZ","24735","glycosciences.de","173"
"152","G46317GO","4163","glycosciences.de","174"
"153","G93234MH","4113","glycosciences.de","175"
"156","G66305IS","4932","glycosciences.de","180"
"157","G51056AN","39966","glycosciences.de","184"
"157","G51056AN","9606","glycosciences.de","184"
"157","G51056AN","4932","glycosciences.de","184"
"160","G26107AJ","4932","glycosciences.de","189"
"162","G94677YD","46347","glycosciences.de","197"
"164","G31722WH","9925","glycosciences.de","212"
"164","G31722WH","9823","glycosciences.de","212"
"164","G31722WH","9606","glycosciences.de","212"
"164","G31722WH","9258","glycosciences.de","212"
"165","G26123AX","9606","glycosciences.de","213"
"167","G53885BL","10141","glycosciences.de","218"
"167","G53885BL","9606","glycosciences.de","218"
"169","G54851PH","112509","glycosciences.de","220"
"170","G10794OA","9606","glycosciences.de","221"
"171","G91332BX","6692","glycosciences.de","222"
"171","G91332BX","4932","glycosciences.de","222"
"172","G40657ZV","10114","glycosciences.de","223"
"172","G40657ZV","9913","glycosciences.de","223"
"172","G40657ZV","9823","glycosciences.de","223"
"172","G40657ZV","9606","glycosciences.de","223"
"172","G40657ZV","9031","glycosciences.de","223"
"174","G80995SX","10141","glycosciences.de","226"
"174","G80995SX","9606","glycosciences.de","226"
"175","G00027PJ","6563","glycosciences.de","227"
"175","G00027PJ","4932","glycosciences.de","227"
"175","G00027PJ","4640","glycosciences.de","227"
"175","G00027PJ","4577","glycosciences.de","227"
"175","G00027PJ","4113","glycosciences.de","227"
"175","G00027PJ","4006","glycosciences.de","227"
"175","G00027PJ","3827","glycosciences.de","227"
"175","G00027PJ","3555","glycosciences.de","227"
"175","G00027PJ","3321","glycosciences.de","227"
"177","G49108TO","12721","glycosciences.de","229"
"177","G49108TO","11309","glycosciences.de","229"
"177","G49108TO","9606","glycosciences.de","229"
"178","G86851RC","10141","glycosciences.de","230"
"178","G86851RC","10114","glycosciences.de","230"
"178","G86851RC","10090","glycosciences.de","230"
"178","G86851RC","9606","glycosciences.de","230"
"179","G22573RC","9606","glycosciences.de","231"
"179","G22573RC","4615","glycosciences.de","231"
"180","G00395TQ","9606","glycosciences.de","232"
"180","G00395TQ","4615","glycosciences.de","232"
"181","G08272ZO","9606","glycosciences.de","233"
"182","G36191CD","9606","glycosciences.de","234"
"183","G29857RC","9606","glycosciences.de","235"
"184","G14685XW","9606","glycosciences.de","236"
"185","G80681TT","9606","glycosciences.de","237"
"186","G91518AU","9606","glycosciences.de","238"
"187","G18938DW","9606","glycosciences.de","239"
"187","G18938DW","9606","glycosciences.de","240"
"188","G91127WN","9606","glycosciences.de","241"
"189","G59860VU","9606","glycosciences.de","242"
"190","G93500PH","9031","glycosciences.de","243"
"191","G20158JP","9606","glycosciences.de","244"
"192","G29396CW","9606","glycosciences.de","245"
"193","G74123GH","9606","glycosciences.de","246"
"194","G66850JJ","9606","glycosciences.de","247"
"195","G48151RT","9606","glycosciences.de","248"
"196","G79777FF","9606","glycosciences.de","249"
"197","G11262EB","9606","glycosciences.de","250"
"198","G80029AZ","9606","glycosciences.de","251"
"199","G71821WG","9606","glycosciences.de","252"
"200","G05816DR","9606","glycosciences.de","253"
"201","G42438JK","9606","glycosciences.de","254"
"202","G40184BE","9606","glycosciences.de","255"
"203","G51562JI","9606","glycosciences.de","256"
"204","G11926MJ","9606","glycosciences.de","257"
"205","G91365ZQ","9986","glycosciences.de","258"
"205","G91365ZQ","9606","glycosciences.de","258"
"206","G75850OP","9986","glycosciences.de","259"
"206","G75850OP","9031","glycosciences.de","259"
"208","G33160BZ","9913","glycosciences.de","261"
"208","G33160BZ","9606","glycosciences.de","261"
"209","G02827WQ","9606","glycosciences.de","262"
"210","G60563FD","9606","glycosciences.de","263"
"211","G64941ZX","9606","glycosciences.de","264"
"212","G33203RM","9606","glycosciences.de","265"
"213","G81737GG","9606","glycosciences.de","266"
"214","G08969DI","9606","glycosciences.de","267"
"215","G11041DA","10141","glycosciences.de","268"
"215","G11041DA","9823","glycosciences.de","268"
"215","G11041DA","9606","glycosciences.de","268"
"216","G56749GV","10114","glycosciences.de","269"
"216","G56749GV","10090","glycosciences.de","269"
"216","G56749GV","9823","glycosciences.de","269"
"216","G56749GV","9606","glycosciences.de","269"
"216","G56749GV","9031","glycosciences.de","269"
"217","G96921ZU","9796","glycosciences.de","270"
"217","G96921ZU","9606","glycosciences.de","270"
"218","G59655SA","10090","glycosciences.de","271"
"218","G59655SA","10029","glycosciences.de","271"
"218","G59655SA","9796","glycosciences.de","271"
"219","G81793BO","9606","glycosciences.de","272"
"220","G43687XR","9606","glycosciences.de","273"
"221","G36523TZ","9606","glycosciences.de","274"
"222","G98559XP","11033","glycosciences.de","275"
"222","G98559XP","9606","glycosciences.de","275"
"223","G88382QE","9606","glycosciences.de","276"
"224","G40906DZ","9606","glycosciences.de","277"
"225","G90348RI","9606","glycosciences.de","278"
"226","G72580QS","9606","glycosciences.de","279"
"227","G95336MK","9606","glycosciences.de","280"
"228","G00055MO","9606","glycosciences.de","281"
"229","G05811XG","9606","glycosciences.de","282"
"127","G61459JW","9606","glycosciences.de","283"
"230","G73578JC","9606","glycosciences.de","284"
"231","G00065MO","9606","glycosciences.de","285"
"232","G31119YY","9913","glycosciences.de","286"
"232","G31119YY","9606","glycosciences.de","286"
"233","G94106MV","10029","glycosciences.de","287"
"233","G94106MV","9606","glycosciences.de","287"
"233","G94106MV","9031","glycosciences.de","287"
"233","G94106MV","8399","glycosciences.de","287"
"234","G55220VL","41947","glycosciences.de","288"
"234","G55220VL","12721","glycosciences.de","288"
"234","G55220VL","11795","glycosciences.de","288"
"234","G55220VL","10239","glycosciences.de","288"
"234","G55220VL","10141","glycosciences.de","288"
"234","G55220VL","10029","glycosciences.de","288"
"234","G55220VL","10026","glycosciences.de","288"
"234","G55220VL","9913","glycosciences.de","288"
"234","G55220VL","9823","glycosciences.de","288"
"234","G55220VL","9606","glycosciences.de","288"
"234","G55220VL","9031","glycosciences.de","288"
"235","G80966KZ","9606","glycosciences.de","289"
"236","G21786WC","10141","glycosciences.de","290"
"236","G21786WC","9606","glycosciences.de","290"
"237","G63524GV","10141","glycosciences.de","291"
"237","G63524GV","9913","glycosciences.de","291"
"237","G63524GV","9606","glycosciences.de","291"
"238","G72768KD","9606","glycosciences.de","292"
"239","G70884XK","85823","glycosciences.de","293"
"239","G70884XK","10114","glycosciences.de","293"
"239","G70884XK","9913","glycosciences.de","293"
"239","G70884XK","9606","glycosciences.de","293"
"239","G70884XK","4932","glycosciences.de","293"
"243","G89864BN","93934","glycosciences.de","297"
"243","G89864BN","9913","glycosciences.de","297"
"243","G89864BN","9823","glycosciences.de","297"
"243","G89864BN","9606","glycosciences.de","297"
"244","G60230HH","93934","glycosciences.de","298"
"244","G60230HH","85823","glycosciences.de","298"
"244","G60230HH","12721","glycosciences.de","298"
"244","G60230HH","10141","glycosciences.de","298"
"244","G60230HH","10114","glycosciences.de","298"
"244","G60230HH","9913","glycosciences.de","298"
"244","G60230HH","9606","glycosciences.de","298"
"244","G60230HH","7130","glycosciences.de","298"
"244","G60230HH","6855","glycosciences.de","298"
"244","G60230HH","3885","glycosciences.de","298"
"244","G60230HH","3847","glycosciences.de","298"
"305","G35446HX","9606","glycosciences.de","361"
"306","G00068MO","9606","glycosciences.de","362"
"307","G00056MO","9606","glycosciences.de","363"
"228","G00055MO","9606","glycosciences.de","364"
"308","G24432YB","9606","glycosciences.de","365"
"309","G60233WN","9606","glycosciences.de","366"
"310","G40696TO","9606","glycosciences.de","367"
"311","G47548GA","9606","glycosciences.de","368"
"312","G39023AU","9606","glycosciences.de","370"
"313","G00066MO","9606","glycosciences.de","372"
"315","G00048MO","9606","glycosciences.de","374"
"316","G58645HA","287195","glycosciences.de","375"
"316","G58645HA","11783","glycosciences.de","375"
"316","G58645HA","10114","glycosciences.de","375"
"316","G58645HA","9986","glycosciences.de","375"
"316","G58645HA","9913","glycosciences.de","375"
"316","G58645HA","9823","glycosciences.de","375"
"316","G58645HA","9606","glycosciences.de","375"
"317","G67274NW","9823","glycosciences.de","376"
"318","G91731DX","10114","glycosciences.de","377"
"318","G91731DX","9913","glycosciences.de","377"
"318","G91731DX","9823","glycosciences.de","377"
"318","G91731DX","9606","glycosciences.de","377"
"319","G42325VD","9606","glycosciences.de","378"
"320","G42603RO","10114","glycosciences.de","379"
"320","G42603RO","9606","glycosciences.de","379"
"321","G66867PA","10114","glycosciences.de","380"
"321","G66867PA","9823","glycosciences.de","380"
"321","G66867PA","9606","glycosciences.de","380"
"326","G50274CU","9913","glycosciences.de","385"
"343","G49181SW","4113","glycosciences.de","402"
"344","G00122QX","4113","glycosciences.de","403"
"346","G83821PF","112509","glycosciences.de","405"
"347","G86723HT","147366","glycosciences.de","406"
"347","G86723HT","112509","glycosciences.de","406"
"347","G86723HT","4577","glycosciences.de","406"
"347","G86723HT","4530","glycosciences.de","406"
"347","G86723HT","4498","glycosciences.de","406"
"375","G30207PZ","58319","glycosciences.de","435"
"375","G30207PZ","10114","glycosciences.de","435"
"375","G30207PZ","10090","glycosciences.de","435"
"375","G30207PZ","9739","glycosciences.de","435"
"375","G30207PZ","9606","glycosciences.de","435"
"375","G30207PZ","9031","glycosciences.de","435"
"376","G46677TE","10150","glycosciences.de","436"
"376","G46677TE","10114","glycosciences.de","436"
"376","G46677TE","10090","glycosciences.de","436"
"376","G46677TE","10029","glycosciences.de","436"
"376","G46677TE","10026","glycosciences.de","436"
"376","G46677TE","9986","glycosciences.de","436"
"376","G46677TE","9913","glycosciences.de","436"
"376","G46677TE","9823","glycosciences.de","436"
"376","G46677TE","9739","glycosciences.de","436"
"376","G46677TE","9685","glycosciences.de","436"
"376","G46677TE","9606","glycosciences.de","436"
"376","G46677TE","9557","glycosciences.de","436"
"376","G46677TE","9376","glycosciences.de","436"
"376","G46677TE","9103","glycosciences.de","436"
"376","G46677TE","9031","glycosciences.de","436"
"376","G46677TE","8113","glycosciences.de","436"
"376","G46677TE","8022","glycosciences.de","436"
"376","G46677TE","7957","glycosciences.de","436"
"377","G37184KW","10114","glycosciences.de","437"
"377","G37184KW","10090","glycosciences.de","437"
"377","G37184KW","10026","glycosciences.de","437"
"377","G37184KW","9986","glycosciences.de","437"
"377","G37184KW","9913","glycosciences.de","437"
"377","G37184KW","9823","glycosciences.de","437"
"377","G37184KW","9739","glycosciences.de","437"
"377","G37184KW","9685","glycosciences.de","437"
"377","G37184KW","9615","glycosciences.de","437"
"377","G37184KW","9606","glycosciences.de","437"
"377","G37184KW","9557","glycosciences.de","437"
"377","G37184KW","9376","glycosciences.de","437"
"377","G37184KW","9031","glycosciences.de","437"
"377","G37184KW","8113","glycosciences.de","437"
"377","G37184KW","7957","glycosciences.de","437"
"383","G29945UO","47083","glycosciences.de","444"
"384","G75192NK","9913","glycosciences.de","445"
"384","G75192NK","9796","glycosciences.de","445"
"384","G75192NK","9606","glycosciences.de","445"
"385","G26180LW","47083","glycosciences.de","446"
"386","G74645IY","44947","glycosciences.de","447"
"387","G45775TB","78372","glycosciences.de","448"
"389","G25559RS","4932","glycosciences.de","450"
"390","G22544LL","44947","glycosciences.de","451"
"390","G22544LL","13894","glycosciences.de","451"
"391","G87211CO","9307","glycosciences.de","452"
"396","G11260CN","4479","glycosciences.de","457"
"426","G03671OV","3609","glycosciences.de","489"
"436","G06863YY","112509","glycosciences.de","499"
"436","G06863YY","4565","glycosciences.de","499"
"436","G06863YY","4498","glycosciences.de","499"
"436","G06863YY","3504","glycosciences.de","499"
"436","G06863YY","3325","glycosciences.de","499"
"439","G02909JE","60746","glycosciences.de","502"
"439","G02909JE","10114","glycosciences.de","502"
"439","G02909JE","9913","glycosciences.de","502"
"439","G02909JE","9823","glycosciences.de","502"
"439","G02909JE","9606","glycosciences.de","502"
"441","G40935CP","60746","glycosciences.de","504"
"441","G40935CP","10090","glycosciences.de","504"
"441","G40935CP","9615","glycosciences.de","504"
"441","G40935CP","9606","glycosciences.de","504"
"444","G11138JX","9823","glycosciences.de","507"
"444","G11138JX","9606","glycosciences.de","507"
"444","G11138JX","8292","glycosciences.de","507"
"446","G39675CC","9606","glycosciences.de","509"
"447","G26424YB","10090","glycosciences.de","510"
"447","G26424YB","9823","glycosciences.de","510"
"447","G26424YB","9606","glycosciences.de","510"
"455","G40524LL","10141","glycosciences.de","519"
"455","G40524LL","10090","glycosciences.de","519"
"455","G40524LL","9913","glycosciences.de","519"
"455","G40524LL","9606","glycosciences.de","519"
"459","G31941HB","10114","glycosciences.de","527"
"459","G31941HB","9606","glycosciences.de","527"
"460","G29014RU","9606","glycosciences.de","528"
"460","G29014RU","9031","glycosciences.de","528"
"461","G36350OR","10114","glycosciences.de","529"
"461","G36350OR","9606","glycosciences.de","529"
"467","G42666HT","9913","glycosciences.de","548"
"469","G21290RB","9606","glycosciences.de","550"
"470","G15407YE","9913","glycosciences.de","551"
"470","G15407YE","9606","glycosciences.de","551"
"470","G15407YE","9031","glycosciences.de","551"
"471","G61491DK","4932","glycosciences.de","559"
"278","G53402KW","4932","glycosciences.de","569"
"115","G65889KE","9606","glycosciences.de","602"
"476","G57321FI","96820","glycosciences.de","603"
"476","G57321FI","12721","glycosciences.de","603"
